stationId,stationName,parkingQRBikeCnt,parkingELECBikeCnt,stationLatitude,stationLongitude,parking_total,gu,dong
ST-2179,855.이촌역5번출구 앞,0,0,37.52272415,126.97277069,0,용산구,한강로동
ST-2181,857. 현대 안성타워,12,0,37.53508759,126.99797058,12,용산구,이태원1동
ST-2182,858.녹사평역3번 출구,0,3,37.53440857,126.9868927,3,용산구,용산2가동
ST-2183,859.남산공원 야외식물원 앞,3,1,37.54188538,126.99586487,4,용산구,이태원2동
ST-2184,860.LG한강 자이아파트 앞,3,1,37.52074814,126.9708252,4,용산구,이촌1동
ST-2187,863.이촌역2번 출구,8,1,37.52177048,126.977005,9,용산구,한강로동
ST-2188,864.순천향대학병원(한남오거리),4,2,37.53514099,127.00600433,6,용산구,한남동
ST-2189,865.하얏트호텔 앞,0,0,37.54079437,126.99784851,0,용산구,이태원1동
ST-2190,866.브라운스톤 남산아파트,0,0,37.551548,126.97686005,0,용산구,남영동
ST-2191,867.서빙고역 광장(1번출구),0,0,37.51990891,126.98923492,0,용산구,서빙고동
ST-2239,869.노들섬 동측 앞,3,0,37.51729584,126.95914459,3,용산구,이촌2동
ST-2240,870.노들섬 서측 앞,2,0,37.51731873,126.95829773,2,용산구,이촌2동
ST-448,900. 은평예술회관,16,9,37.60394287,126.92769623,25,은평구,녹번동
ST-450,902. 진관동 은빛초등학교,0,0,37.64310837,126.91822052,0,은평구,진관동
ST-451,903. 은평뉴타운 아이파크,16,0,37.64586639,126.92739105,16,은평구,진관동
ST-452,904. 은평뉴타운 푸르지오,16,0,37.64867401,126.93070221,16,은평구,진관동
ST-453,905. 구파발역 2번출구,24,1,37.63623428,126.91899872,25,은평구,진관동
ST-454,906. 연신내역 5번출구,13,2,37.61721039,126.91957855,15,은평구,대조동
ST-455,907. CJ 드림시티,27,6,37.59949112,126.91686249,33,은평구,응암1동
ST-456,908. 구산역 4번출구,6,3,37.61318588,126.91735077,9,은평구,갈현2동
ST-457,909. 백련산 힐스테이트 3차,10,4,37.58699417,126.92288208,14,은평구,응암2동
ST-459,911. 은평평화공원(역촌역4번출구),0,0,37.60558319,126.92293549,0,은평구,녹번동
ST-460,912. 응암오거리,16,6,37.58966064,126.91694641,22,은평구,응암3동
ST-461,913. 이마트 버스정류장(서부경찰서 방면),3,0,37.60070038,126.92012787,3,은평구,응암1동
ST-462,914. 새절역 2번출구,24,13,37.59079742,126.91365051,37,은평구,신사2동
ST-463,915. 증산역 4번출구,4,1,37.5843811,126.90989685,5,은평구,증산동
ST-464,916. 평생학습관 앞,3,5,37.60784912,126.92132568,8,은평구,대조동
ST-465,917. 녹번역 3번출구,17,0,37.60076141,126.9353714,17,은평구,응암1동
ST-467,919. 서울혁신파크,16,2,37.60702515,126.93331146,18,은평구,녹번동
ST-469,921. 신도고등학교,1,0,37.63001633,126.91902924,1,은평구,진관동
ST-470,922. 연신내역 4번출구,12,0,37.61780167,126.92196655,12,은평구,대조동
ST-471,923. 국민은행 연서지점,2,0,37.62094879,126.92563629,2,은평구,불광1동
ST-472,924. 메뚜기다리,1,0,37.62851715,126.92958069,1,은평구,불광2동
ST-473,925. 불광역 2번출구,5,3,37.60956573,126.93097687,8,은평구,불광1동
ST-475,927. 연신내역 3번출구 인근,15,0,37.61785507,126.9225235,15,은평구,불광1동
ST-476,928. 은평역사한옥박물관,1,0,37.64131546,126.93804169,1,은평구,진관동
ST-478,930. 구 서부경찰서 건너편,1,4,37.60166168,126.92030334,5,은평구,역촌동
ST-479,931. 역촌파출소,2,6,37.60473633,126.91533661,8,은평구,역촌동
ST-480,932. 예일여중,23,1,37.61000443,126.91639709,24,은평구,구산동
ST-481,933. 역촌종합시장 버스정류장(예일여고 방면),1,3,37.61248398,126.91487885,4,은평구,구산동
ST-1020,934. 신사동 성당,0,1,37.59714127,126.9095993,1,은평구,신사1동
ST-1023,937. 상림마을 롯데캐슬2단지 옆,8,0,37.64585114,126.92379761,8,은평구,진관동
ST-1024,938. 금암 문화공원,23,1,37.64468384,126.91845703,24,은평구,진관동
ST-1025,939. 은평구청 교차로,5,1,37.60169983,126.92742157,6,은평구,응암1동
ST-1027,941. 은평뉴타운 도서관,10,0,37.63722229,126.93330383,10,은평구,진관동
ST-1028,942. 상림마을 생태공원,0,0,37.64408112,126.92928314,0,은평구,진관동
ST-1029,943. 은평구청 보건소,28,1,37.60240173,126.9286499,29,은평구,녹번동
ST-1031,945. 기자촌 사거리 A,0,0,37.63414001,126.93234253,0,은평구,진관동
ST-1032,946. 독바위역 ,0,0,37.61843872,126.93288422,0,은평구,불광1동
ST-1033,947. 연신내 선일하이츠빌 정류소,0,0,37.62266922,126.91999054,0,은평구,불광2동
ST-1034,948. 디지털미디어 시티역 4번출구(DMC역),7,2,37.57720184,126.90235138,9,은평구,증산동
ST-1035,949. 연신내역 1번 출구 ,25,1,37.61978149,126.92080688,26,은평구,불광2동
ST-1036,950. 구산역 2번 출구 예일여고 버스정류장,5,1,37.60980225,126.91679382,6,은평구,구산동
ST-1038,952. 서울연신중학교,0,0,37.62265015,126.92524719,0,은평구,불광2동
ST-1039,953. 서울연신초등학교,0,0,37.6257782,126.92881775,0,은평구,불광2동
ST-1329,954. 은평뉴타운구파발9단지,12,5,37.64260864,126.92147827,17,은평구,진관동
ST-1331,956. 응암시장교차로,1,2,37.59441376,126.91801453,3,은평구,응암3동
ST-1479,958. 본 서부병원 버스정류장(은평 세무서 방면),15,12,37.60036087,126.92281342,27,은평구,응암1동
ST-1480,959. 구파발10단지 인근,2,1,37.6436615,126.91455841,3,은평구,진관동
ST-1481,960. 구파발역 환승센터,37,3,37.63825226,126.91945648,40,은평구,진관동
ST-1482,961. 불광역 9번 출구,24,5,37.61096954,126.92980957,29,은평구,불광1동
ST-1483,962. 은평뉴타운 힐데스하임,22,11,37.63925934,126.91890717,33,은평구,진관동
ST-1484,963. 대호프라자아파트,15,0,37.61442947,126.93257904,15,은평구,불광1동
ST-1485,964. 북한산힐스테이트 7차아파트,3,1,37.61654282,126.92512512,4,은평구,불광1동
ST-1486,965. 서울특별시 은평병원,1,0,37.59347916,126.92318726,1,은평구,응암2동
ST-1487,966. 서울혁신파크1,0,1,37.60944748,126.93467712,1,은평구,불광1동
ST-1488,967. 서울혁신파크2,25,2,37.60849762,126.93199921,27,은평구,녹번동
ST-1489,968. 은평뉴타운 상림마을 13단지,0,0,37.64208984,126.92941284,0,은평구,진관동
ST-1490,969. 은평 지웰테라스,2,0,37.64339447,126.93213654,2,은평구,진관동
ST-1674,971. 역촌 센트레빌 아파트,12,0,37.60232925,126.90654755,12,은평구,역촌동
ST-2241,973.제각말푸르지오 5-1단지 아파트,0,0,37.63734818,126.93584442,0,은평구,진관동
ST-2242,974.연신초등학교옆 마을마당,4,0,37.62672043,126.92901611,4,은평구,불광2동
ST-2243,975.백련산 힐스테이트상가앞,12,1,37.59036255,126.92301178,13,은평구,응암2동
ST-2244,976.진관고등학교앞,31,2,37.64350891,126.92410278,33,은평구,진관동
ST-2245,977.신도중학교앞,5,1,37.63310242,126.9315033,6,은평구,진관동
ST-2246,978.녹번 힐스테이트상가앞,1,0,37.60100937,126.93592834,1,은평구,녹번동
ST-2247,979.원풍빌라앞,0,0,37.59186172,126.90608215,0,은평구,신사2동
ST-2250,982. 녹번초등학교(서오릉로),15,0,37.60412598,126.92508698,15,은평구,녹번동
ST-2252,984.상신초등학교앞 버스정류장,0,0,37.59580994,126.91026306,0,은평구,신사1동
ST-2253,985. 은평세무서 버스정류장(은평구청 방면),8,0,37.60119247,126.92638397,8,은평구,응암1동
ST-2257,989. 신응교(가좌로) 앞,2,0,37.59181213,126.91483307,2,은평구,응암3동
ST-2259,991.흥국사 정류장,2,0,37.6567688,126.94200897,2,은평구,진관동
ST-2260,992.북한산입구 정류장,3,0,37.65828705,126.94529724,3,은평구,진관동
ST-2261,993.은평뉴타운 은뜨락아파트앞,2,1,37.63028717,126.91956329,3,은평구,진관동
ST-2262,994.북한산생태공원입구(교통섬),0,0,37.61050797,126.9385376,0,은평구,불광1동
ST-2263,995.은평다목적체육관,6,0,37.63140869,126.92540741,6,은평구,진관동
ST-2264,996.응암역2번출구 국민은행 앞,14,3,37.59996796,126.91572571,17,은평구,역촌동
ST-485,1001. 광진교 남단 사거리(천호공원 방면),19,3,37.54179382,127.12474823,22,강동구,천호2동
ST-486,1002. 해공공원(천호동),1,1,37.5452652,127.12593842,2,강동구,천호2동
ST-487,1003. 해공도서관앞,6,0,37.54395676,127.12548828,6,강동구,천호2동
ST-488,1004. 삼성광나루아파트 버스정류장,18,1,37.55332947,127.1288681,19,강동구,암사1동
ST-490,1006. 롯데캐슬 115동앞,0,0,37.55486679,127.14279938,0,강동구,암사1동
ST-491,1007.암사동 선사유적지,39,1,37.55955887,127.13087463,40,강동구,암사3동
ST-492,1008. 암사역 3번출구(국민은행앞),35,5,37.54935455,127.12708282,40,강동구,천호2동
ST-493,1009. 천호역4번출구(현대백화점),58,0,37.53866577,127.12424469,58,강동구,천호2동
ST-494,1010. 강동세무서,28,2,37.53450775,127.13840485,30,강동구,길동
ST-495,1011. LIGA 아파트 앞,27,8,37.53474426,127.13528442,35,강동구,성내3동
ST-496,1012. 천호역효성해링턴타워 앞,2,0,37.53600693,127.12272644,2,강동구,성내2동
ST-497,1013. 강동구청역 1번 출입구,29,3,37.53071594,127.12098694,32,강동구,성내1동
ST-499,1015. 샛마을 근린공원,1,0,37.55003738,127.14691162,1,강동구,명일1동
ST-500,1016. 해뜨는 주유소옆 리엔파크 109동앞,8,1,37.55939865,127.17118073,9,강동구,강일동
ST-501,1017. 둔촌고교입구 교차로(길동주민센터 방면),62,7,37.53544617,127.14518738,69,강동구,길동
ST-830,1018. 둔촌 주공 GS 맞은편,11,2,37.52458954,127.13542175,13,강동구,둔촌1동
ST-502,1019. 다성이즈빌아파트(호원대 대각선 맞은편),6,0,37.52679443,127.13005829,6,강동구,성내1동
ST-503,1020. 강동경찰서,11,2,37.52825165,127.12680054,13,강동구,성내1동
ST-504,1021. 강일동 리슈빌 빌딩앞,30,0,37.56427383,127.17397308,30,강동구,강일동
ST-505,1022. 길동 사거리(초소앞),10,3,37.53377914,127.13799286,13,강동구,성내3동
ST-1040,1023. 한국종합기술사옥 앞,113,1,37.54998398,127.17470551,114,강동구,상일2동
ST-1041,1024.  강동구청 앞,46,8,37.52929688,127.12315369,54,강동구,성내1동
ST-1042,1025. 상일초등학교,11,0,37.54684067,127.17251587,11,강동구,상일1동
ST-1044,1027. 프라자 아파트 앞,23,3,37.53596115,127.14781952,26,강동구,길동
ST-1045,1028. 포레스 주상복합 빌딩,0,0,37.53310776,127.12277222,0,강동구,성내2동
ST-1046,1029. 성내어울터,1,0,37.53655624,127.12553406,1,강동구,성내2동
ST-1047,1030. 미호 플랜트 앞,1,2,37.52703094,127.12206268,3,강동구,성내1동
ST-1049,1032. 선사고등학교,16,11,37.55672836,127.13626099,27,강동구,암사3동
ST-1050,1033. 고덕동 아남아파트,0,0,37.55793381,127.14476776,0,강동구,고덕1동
ST-1051,1034. 고덕동 래미안 힐스테이트,12,0,37.5618782,127.15078735,12,강동구,고덕1동
ST-1053,1036. 고덕동 주양쇼핑,0,0,37.55199051,127.15331268,0,강동구,명일2동
ST-1054,1037. 강일리버파크 6단지,3,3,37.56256485,127.1776123,6,강동구,강일동
ST-1055,1038. 강일 다솜 어린이 공원,34,0,37.56863785,127.17480469,34,강동구,강일동
ST-1056,1039. 고덕초등학교,6,1,37.56129837,127.16784668,7,강동구,고덕2동
ST-1058,1041. 묘곡초등학교,11,1,37.55916214,127.15332031,12,강동구,고덕1동
ST-1059,1042. 강일리버파크 2~5단지,37,2,37.5685463,127.17700958,39,강동구,강일동
ST-1061,1044. 굽은다리역,22,6,37.54540634,127.14267731,28,강동구,천호1동
ST-1370,1048. 둔촌어린이공원,41,1,37.53099442,127.14237213,42,강동구,둔촌2동
ST-1371,1049. 강일리버파크 10단지,46,5,37.561203,127.18026733,51,강동구,강일동
ST-1420,1050.  둔촌역 3번 출입구,10,2,37.52678299,127.13557434,12,강동구,성내3동
ST-1421,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",18,4,37.55483627,127.13732147,22,강동구,암사1동
ST-1594,1053. 동명근린공원 진입로 (아리수로),19,2,37.56254578,127.16448212,21,강동구,고덕2동
ST-1595,1054. 말우물 어린이 공원,11,5,37.56002808,127.16967773,16,강동구,고덕2동
ST-1597,1056. 강일리버파크 7~11단지,38,1,37.56335449,127.17905426,39,강동구,강일동
ST-1598,1057. 능골근린공원,3,2,37.55580902,127.1737442,5,강동구,상일2동
ST-1623,1058. 고덕숲 아이파크 1,1,0,37.55348206,127.16505432,1,강동구,상일1동
ST-1626,1059. 래미안 강동팰리스(102동),1,0,37.53822708,127.13174438,1,강동구,천호3동
ST-1620,1060. 천일초교 사거리,0,0,37.5446701,127.13267517,0,강동구,천호1동
ST-1621,1061. 천호초교 입구 사거리(일주빌딩),0,0,37.54689789,127.13466644,0,강동구,천호1동
ST-1622,1062. 고덕숲 아이파크 2,1,0,37.5510788,127.16259766,1,강동구,상일1동
ST-1762,1063.강동롯데캐슬퍼스트 아파트(관리동),1,0,37.55666351,127.14273834,1,강동구,암사3동
ST-1763,1064.중앙보훈병원역 1번출구,6,2,37.52779388,127.14764404,8,강동구,둔촌2동
ST-1764,1065.보훈병원 후문옆(더 원커피),3,2,37.53120804,127.1492691,5,강동구,둔촌2동
ST-1765,1066.생태공원앞 교차로(조명탑),4,1,37.5377655,127.15201569,5,강동구,길동
ST-1766,1067.한영중고앞사거리,8,1,37.54903412,127.15605164,9,강동구,상일1동
ST-1767,1068.명일파출소,5,0,37.5536499,127.15622711,5,강동구,상일1동
ST-1831,1070.(시립)고덕평생학습관,16,1,37.55570221,127.15792084,17,강동구,고덕2동
ST-1833,1072.고덕역 5번출구,0,0,37.55486298,127.15372467,0,강동구,명일2동
ST-1834,1073. SSTS 몰 앞,26,1,37.54114532,127.14105225,27,강동구,길동
ST-1835,1074.대명초교입구 사거리,13,1,37.54683685,127.14916229,14,강동구,명일2동
ST-1836,1075.천동초교 삼거리,6,2,37.54136276,127.13718414,8,강동구,천호3동
ST-1837,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),17,0,37.5398941,127.14103699,17,강동구,길동
ST-1838,1077.강동역 1번출구 앞,0,0,37.53627014,127.13246918,0,강동구,천호3동
ST-1839,1078.둔촌사거리,21,1,37.52197647,127.13362122,22,강동구,성내3동
ST-1840,1079.강일동입구교차로,40,4,37.56184387,127.17084503,44,강동구,강일동
ST-1841,1080.엘웨딩,0,0,37.5368309,127.12841797,0,강동구,성내2동
ST-1842,1081.트레빌빌딩,0,0,37.53699875,127.12953186,0,강동구,천호3동
ST-1843,1082.중앙보훈병원역3번출구,3,0,37.52956009,127.1490097,3,강동구,둔촌2동
ST-1844,1083.광문고교사거리(아이파크),6,0,37.56036758,127.15659332,6,강동구,고덕1동
ST-1687,1084. 윤선생빌딩(JYP사옥),53,6,37.5239296,127.1291275,59,강동구,성내3동
ST-1845,1085.래미안 솔베뉴(고덕로),1,0,37.55456924,127.14587402,1,강동구,명일1동
ST-1846,1086.래미안 솔베뉴(구천면로),0,0,37.55059814,127.14545441,0,강동구,명일1동
ST-1848,1088.풍납사거리(강동),4,0,37.52812195,127.11952209,4,강동구,성내1동
ST-1849,1089.고덕 래미안힐스테이트(201동),0,0,37.56060028,127.146698,0,강동구,고덕1동
ST-1850,1090.상일동역 2번출구 앞,21,0,37.5567894,127.16614532,21,강동구,상일1동
ST-507,1101. 상사마을 버스정류장(아라대교방면),24,0,37.58161163,126.79859924,24,강서구,방화2동
ST-508,1102. 방화사거리 마을버스 버스정류장,4,0,37.57364273,126.81180573,4,강서구,방화1동
ST-831,1103. 방화역 4번출구앞,1,0,37.57710648,126.81199646,1,강서구,방화3동
ST-509,1105. 방화근린공원,8,1,37.58162308,126.81265259,9,강서구,방화3동
ST-824,1106. 신방화사거리,1,0,37.57256317,126.81642151,1,강서구,방화1동
ST-510,1108. 공항시장역 2번출구 뒤,1,1,37.56387329,126.81060791,2,강서구,공항동
ST-511,1109. 공항시장역 4번출구,0,0,37.56334686,126.81048584,0,강서구,공항동
ST-828,1110. 공항중학교앞,14,4,37.56220245,126.81624603,18,강서구,공항동
ST-512,1111. 마곡엠밸리6_7단지 마곡중학교,0,0,37.56698227,126.82180023,0,강서구,방화1동
ST-513,1112. 마곡엠밸리4단지 정문,6,1,37.56857681,126.8247757,7,강서구,가양1동
ST-514,1113. 서남환경공원 버스정류장,2,0,37.57312393,126.8223877,2,강서구,가양1동
ST-834,1117. 등촌5단지아파트 버스정류장,18,1,37.55819702,126.84426117,19,강서구,등촌3동
ST-516,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),37,3,37.55746078,126.86145782,40,강서구,가양3동
ST-517,1119. 염창동 한마음아파트 앞,1,0,37.55425262,126.86756134,1,강서구,염창동
ST-518,1120. 대림경동아파트앞,3,0,37.564785,126.85464478,3,강서구,가양2동
ST-519,1121. 가양레포츠센터 앞,35,0,37.55947876,126.86437988,35,강서구,가양3동
ST-520,1122. 황금내근린공원,22,11,37.56192398,126.86416626,33,강서구,염창동
ST-522,1124. 발산역 6번 출구 뒤,7,0,37.55817795,126.8384552,7,강서구,우장산동
ST-835,1125. 명덕고교입구(영종빌딩),4,0,37.55291367,126.83657074,4,강서구,우장산동
ST-523,1126. 우장산역 1번출구옆(우장산아이파크105동앞),2,0,37.54890823,126.83656311,2,강서구,우장산동
ST-524,1127. 화곡역 버스정류장,21,2,37.54098129,126.83854675,23,강서구,화곡1동
ST-829,1128. 화곡역 6번출구,13,0,37.54141235,126.84022522,13,강서구,화곡1동
ST-525,1129. 화곡역 1번 출구 앞,11,1,37.542099,126.84021759,12,강서구,우장산동
ST-526,1130. 화곡본동시장 버스정류장,0,0,37.54275131,126.84262085,0,강서구,화곡본동
ST-528,1132. 등촌역 7번출구,2,5,37.55110931,126.8637085,7,강서구,등촌2동
ST-530,1135. 강서구의회,14,0,37.54653168,126.86254883,14,강서구,등촌2동
ST-531,1136. 등촌2파출소,11,1,37.54478836,126.86199951,12,강서구,등촌2동
ST-532,1137. 등촌2동주민센터,13,1,37.54126358,126.8633728,14,강서구,등촌2동
ST-533,1139. 용문사 버스정류장,0,0,37.53852081,126.86343384,0,강서구,등촌2동
ST-534,1140. 목동사거리 버스정류장,16,0,37.53139877,126.86360931,16,강서구,화곡4동
ST-535,1141. 곰달래 문화복지센터 A,39,0,37.52906036,126.84848022,39,강서구,화곡8동
ST-536,1145. 곰달래 문화복지센터 B,27,1,37.52891922,126.8480835,28,강서구,화곡1동
ST-538,1148. 볏골공원,11,4,37.54146957,126.84477997,15,강서구,화곡본동
ST-975,1149. 신방화역환승주차장,1,0,37.56728363,126.81827545,1,강서구,방화1동
ST-1062,1150. 송정역 1번출구,2,0,37.56153107,126.81069946,2,강서구,공항동
ST-1063,1151. 마곡역1번출구,11,0,37.56020737,126.82414246,11,강서구,공항동
ST-1064,1152. 마곡역교차로,91,0,37.55831146,126.82652283,91,강서구,발산1동
ST-1065,"1153. 발산역 1번, 9번 인근 대여소",16,2,37.55894852,126.83717346,18,강서구,가양1동
ST-1067,1155. 기쁜우리복지관,15,1,37.56925964,126.84841919,16,강서구,가양2동
ST-1069,1157. 강서구청,1,0,37.55065918,126.84976959,1,강서구,화곡6동
ST-1249,1158. 가양역 8번출구,20,2,37.56103516,126.85481262,22,강서구,가양2동
ST-1250,1159. 서서울모터리움 앞,46,5,37.56585312,126.84659576,51,강서구,가양1동
ST-1251,1160. 양천향교역 7번출구앞,4,0,37.56768036,126.84089661,4,강서구,등촌3동
ST-1252,1161. 강서면허시험장 앞,6,0,37.54969406,126.819664,6,강서구,발산1동
ST-1253,1162. 공항초등학교건너편,0,0,37.56267929,126.82047272,0,강서구,공항동
ST-1254,1163. 방화동강서기동대앞,18,3,37.57049942,126.82008362,21,강서구,방화1동
ST-1338,1165. 마곡중학교 후문,8,3,37.56844711,126.82164764,11,강서구,방화1동
ST-1351,1166. 강서구립등빛도서관,0,0,37.56256866,126.84246063,0,강서구,등촌3동
ST-1352,1167. 마곡수명산파크3단지 교차로,6,1,37.55350876,126.8258667,7,강서구,발산1동
ST-1402,1168. 마곡엠밸리10단지 앞,0,0,37.56029129,126.8187561,0,강서구,공항동
ST-1506,1169. 염창역 1번 출구,14,2,37.54719925,126.87448883,16,강서구,염창동
ST-1507,1170. 강서구보건소,12,0,37.54917908,126.8687973,12,강서구,염창동
ST-1508,1171. 염창동 새마을금고 건너편,8,1,37.55004883,126.87316132,9,강서구,염창동
ST-1509,1172. 가양3동 주민센터,12,4,37.56124878,126.86058044,16,강서구,가양3동
ST-1510,1173. 강서구청사거리(SH타워),13,0,37.55673599,126.85307312,13,강서구,등촌1동
ST-1511,1174. 강서구청사거리(부민병원),2,1,37.55661392,126.85116577,3,강서구,등촌3동
ST-1514,1177. 수명중․고교,32,3,37.55010986,126.82367706,35,강서구,발산1동
ST-1515,1178. 개화산역 2번 출구,18,1,37.57247162,126.8061676,19,강서구,방화2동
ST-1517,1180. 마곡엠밸리 15단지(1502동) 건너편,23,3,37.55746841,126.82971954,26,강서구,발산1동
ST-1518,1181. 농수산식품공사 (강서지사),30,1,37.55104446,126.8184967,31,강서구,발산1동
ST-1519,1182. KBS 스포츠월드,9,1,37.55687714,126.84880829,10,강서구,등촌3동
ST-1520,1183. KC 대학교,18,3,37.54832077,126.85340118,21,강서구,화곡6동
ST-1645,1184. 마곡13단지,7,1,37.55644989,126.815979,8,강서구,공항동
ST-1646,1185. 등촌9단지,28,4,37.56290054,126.84947205,32,강서구,등촌3동
ST-1647,1186. 송정중학교,24,1,37.55472946,126.81609344,25,강서구,공항동
ST-1676,1187. 강서수산물도매시장,14,3,37.55302048,126.818367,17,강서구,발산1동
ST-1708,1188. 롯데중앙연구소,13,0,37.57138062,126.82833862,13,강서구,가양1동
ST-1709,1190. 마곡역 교차로(2번출구),11,0,37.5605011,126.82665253,11,강서구,공항동
ST-1689,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",12,0,37.5602417,126.8271637,12,강서구,공항동
ST-1710,1192. 마곡수명산파크 209동 건너편,4,3,37.55545044,126.82689667,7,강서구,발산1동
ST-1688,1193. 마곡센트럴타워 1차,74,0,37.55947113,126.83207703,74,강서구,가양1동
ST-1712,1195. 코오롱One&Only타워,63,1,37.56412888,126.83431244,64,강서구,가양1동
ST-1713,1196. 서울식물원(문화센터) 건너편,10,0,37.56824112,126.83583069,10,강서구,가양1동
ST-1714,1197. 엠펠리체 호텔 건너편,13,1,37.5602417,126.8358078,14,강서구,가양1동
ST-1715,1198. LG 사이언스파크,23,0,37.56254959,126.82743835,23,강서구,가양1동
ST-1694,1199. 우장산역 3번출구,2,0,37.54782104,126.83612823,2,강서구,발산1동
ST-1695,1200. 개화광역환승센터,19,1,37.57844925,126.79897308,20,강서구,방화2동
ST-838,1201. 가락시장역 3번 출구,16,4,37.49317932,127.11854553,20,송파구,가락본동
ST-737,1203. 밀리아나2빌딩 앞,16,2,37.49372864,127.12062073,18,송파구,가락본동
ST-930,1204. 거여역 3번출구,20,8,37.49334335,127.14472961,28,송파구,거여2동
ST-539,1205. 종합운동장역 4번출구,18,6,37.51042938,127.07137299,24,송파구,잠실7동
ST-540,1206. 9호선종합운동장역 9번출구,14,4,37.51128006,127.07823944,18,송파구,잠실7동
ST-738,1207. 마천중앙시장,9,2,37.49975586,127.15250397,11,송파구,마천2동
ST-541,1208. 풍납현대아파트쉼터,5,1,37.52974701,127.1199646,6,송파구,풍납2동
ST-542,1209. 잠실나루역 (2번 출구 쪽),0,0,37.52045059,127.10420227,0,송파구,행정동
ST-891,1210. 롯데월드타워(잠실역2번출구 쪽),106,8,37.51312637,127.10095978,114,송파구,잠실6동
ST-839,1212. 송파역 2번 출구앞,6,8,37.49941254,127.11286926,14,송파구,송파2동
ST-543,1213. 백토공원 앞,7,0,37.50831985,127.13321686,7,송파구,가락본동
ST-740,1214. 오금역 7번 출구 인근,7,0,37.50259399,127.1276474,7,송파구,가락본동
ST-544,1215. 올림픽공원역 1번출구 앞,5,2,37.51657104,127.13153839,7,송파구,오륜동
ST-545,1217. 송파파인타운 7단지,2,2,37.47930527,127.12979889,4,송파구,장지동
ST-892,1218. 방이역 4번출구,8,0,37.50896835,127.12583923,8,송파구,방이1동
ST-546,1220. 잠실근린공원,1,1,37.50569153,127.08403778,2,송파구,잠실본동
ST-933,1221. 삼전역 4번출구,2,1,37.50419998,127.08753204,3,송파구,잠실본동
ST-547,1222. 잠실새내역 5번 출구 뒤,11,3,37.51198196,127.08505249,14,송파구,잠실2동
ST-548,1224. 아시아지하보도 2번 출구,0,2,37.51216888,127.07893372,2,송파구,잠실2동
ST-894,1226. 잠실4동 주민센터 옆,0,0,37.52007675,127.11236572,0,송파구,행정동
ST-895,1227. 거여역 8번출구 뒤,13,3,37.49312592,127.14382172,16,송파구,거여1동
ST-896,1228. 마천사거리 ,4,0,37.49769974,127.14620209,4,송파구,거여1동
ST-549,1229. 송파체육문화회관 앞,33,7,37.49068832,127.14312744,40,송파구,거여1동
ST-897,1230. 송파중학교 정문,1,0,37.49567032,127.13059235,1,송파구,가락2동
ST-840,1231. 잠실역 6번출구,8,3,37.51408768,127.09902954,11,송파구,잠실3동
ST-550,1232. 잠실주공 521동 건너편,16,2,37.51184082,127.09568787,18,송파구,잠실3동
ST-551,1233. 잠실3거리(갤러리아팰리스),6,1,37.51050949,127.09336853,7,송파구,잠실3동
ST-553,1235. 잠실트리지움310동 옆,2,0,37.50887299,127.08716583,2,송파구,잠실3동
ST-899,1239. 문정 법조단지3,2,0,37.48084259,127.11801147,2,송파구,문정2동
ST-900,1240. 문정 법조단지4,1,0,37.48057556,127.11856842,1,송파구,문정2동
ST-901,1241. 문정 법조단지5,0,2,37.48123932,127.11979675,2,송파구,문정2동
ST-902,1242. 문정 법조단지6,1,3,37.48163223,127.11916351,4,송파구,문정2동
ST-903,1243. 문정 법조단지7,50,2,37.4845314,127.12016296,52,송파구,문정2동
ST-904,1244. 문정 법조단지8,8,3,37.48153687,127.12212372,11,송파구,문정2동
ST-905,1245. 문정 법조단지9,6,0,37.47946548,127.12532806,6,송파구,문정2동
ST-906,1246. 문정 법조단지10,23,3,37.47750854,127.12632751,26,송파구,문정2동
ST-907,1247. 문정 법조단지11,5,1,37.4788208,127.12351227,6,송파구,문정2동
ST-908,1248. 방이초등학교,0,0,37.51396179,127.12167358,0,송파구,방이1동
ST-981,1250.문정2동 주민센터,12,4,37.48987198,127.11083984,16,송파구,문정2동
ST-1070,1251. 석촌역 2번출구,5,0,37.50593185,127.10774994,5,송파구,송파1동
ST-1072,1253. 오금역 3번 출구 뒤,1,1,37.50165176,127.12818146,2,송파구,가락2동
ST-1075,1256. 문정현대아파트 교차로,2,0,37.49113083,127.12580872,2,송파구,가락본동
ST-1076,1257. 가락시장역 사거리,2,2,37.49209976,127.11775208,4,송파구,문정2동
ST-1077,1258. 가락미륭아파트 앞,0,1,37.49319839,127.1289978,1,송파구,가락2동
ST-1078,1259. 방이역 1번출구,24,2,37.50898361,127.12659454,26,송파구,오금동
ST-1079,1260. 방이동 한양3차아파트 옆,1,0,37.50630188,127.12139893,1,송파구,방이1동
ST-1081,1262. 송파여성문화회관 앞,0,0,37.50580215,127.10971832,0,송파구,송파1동
ST-1082,1263. 장지공영차고지,13,7,37.48054123,127.1370163,20,송파구,위례동
ST-1083,1264. 천호역 10번 출구 앞,12,0,37.53858185,127.12280273,12,송파구,풍납1동
ST-1085,1266. 문정동 글샘 공원,20,1,37.47880936,127.12000275,21,송파구,문정2동
